Judul,Label
Klarifikasi BPN Prabowo - Sandi tentang Situs KTP Prabowo,0
"Klarifikasi Kuasa Hukum Buni Yani Terkait Judul Artikel Buni Yani: Saya Diterlantarkan Setelah Ahok Masuk Penjara, Saya Menyesal Mencelakai Ahok",0
Pemaknaan UUD1945 Pasal 30 Sebagai Dasar Hukum Warga Negara Andil dalam Keamanan Negara,0
Polisi Bantah Akun @Cak_Luth Milik Tersangka Muslim Cyber Army,0
Pemprov Riau Bantah akan Rumahkan Ribuan Pegawai Honorer,0
"Klarifikasi Polri Terkait Isu Jenderal Tito ke Mekkah, Arab Saudi",0
"Jokowi Bantu Laos Bangun Infrastruktur, Ketika Jembatan-Jembatan di Indonesia Masih Meprihatinkan",0
Klarifikasi Humas Pemprov NTB Terkait Kabar Gurbenur Zulkifliemansyah yang Disebut Mengucapkan Selamat kepada Prabowo - Sandi,0
Foto Pemandangan Kota Damaskus Suriah,0
Tidak Ada 7 Teroris di Bengkulu,0
Brantas Kebeutalan Secara Dini,0
Dari Jusuf Kalla: PERJUANGAN MORAL JOKOWI,0
Lurah Pabean Tak Mengenakan Atribut PDIP di Rapat Kerja Cabang III,0
: Polda Sulsel Sita 10 Kg Sabu Dalam Kemasan Kopi Cina,0
Klarifikasi Polri Tentang Larangan Penggunaan GPS Saat Mengemudi,0
Pollycarpus Bantah Jadi Kader Partai Berkarya,0
Kemendagri Bantah Tito Karnavian Terjangkit Covid-19,0
Surat C6 Sebagai Syarat Memberikan Hak Pilih Pada Pilkada DKI Jakarta,0
Tidak Ada Pesawat yang Tenggelam Seperti Terlihat di Google Maps,0
"Pertemuan Netizen dengan Kapolri, Jendral Tito Karnavian untuk Anti Hoax",0
BMKG Bantah Informasi Prediksi Kemarau Panjang yang Dikaitkan dengan Pertanyaan Kemunculan Dajjal,0
Jokowi Bersama Ahok Bagikan Amplop Berisi Uang dan Beras Untuk Warga Cilincing,0
BMKG: Alat Pendeteksi Tsunami di Selat Sunda Hilang Sejak 2007,0
Orang Tua Berkelahi di Lippo Mall,0
Gambar Buni Yani Menyesal Memenjarakan Ahok,1
Foto Prabowo Berpakaian Pendeta,1
ada yang bilang suara ikan paus,1
Merauke lintang Kemukus,1
Foto Formasi #2019GantiPresiden di #JasMerahMob UMM,1
TNI Masuk Masjid di Tasik Pakai Sepatu,1
MALL CIPUTRA SEMARANG ADAKAN NIKAH MASAL GRATIS,1
"Menag: Allah Bukan Dari Arab, Jadi Kalau Berdoa Di Masjid Pakai Bahasa Indonesia Saja",1
Anggota BANSER di kudus jawa tengah di keroyok sama emak-emak penjual nasi uduk,1
: Uang Terbitan Baru 2016 Memiliki Logo Alu Parit,1
236 Anggota Polisi Positif Covid-19 dan 6 Orang Meninggal Dunia,1
Penggunaan foto di post tulisan Pencak Silat Memeluk Semua yang Mencintainya,1
Princess Qajar Simbol Kecantikan di Persia Sampai 13 Pria Muda Bunuh Diri Karena Ditolak Cintanya,1
Ada Ajakan Aksi Bertajuk PUNCAK AKSI AKBAR TERBESAR *MENUJU KEMENANGAN* PRABOWO SUBIANTO - SANDIAGA UNO,1
Syiah menyerang Saudi pada musim haji 1979,1
Madu Dicampur Bawang Putih Obat Kanker,1
Objek Wisata Guci Dilanda Banjir Bandang,1
Klarifikasi Sekjen PBNU soal Penolakan Ustadz Abdul Somad,1
Anies Menuduh Ahok Menyabotase Lift,1
"Muncul Isu Waduk Jatigede Jebol, Kapolsek Dan BBWS Nyatakan Tidak Benar",1
Video 5 Pasien Suspect Infeksi Virus Corona - 1 Meninggal Dunia Di RSU Dr Kariadi Semarang-Indonesia,1
Foto Logo I Love Israel pada Permen Mentos,1
SPANDUK YANG DI PASANG CEBONG,1
"Darurat Corona, Maruf Amin Himbau Mudik Lewat Tol Langit Saja",1
Gambar Salib Pada Barang Bantuan Bencana,1
Gambar Masjid Pertama di atas Kapal Induk,1
"WADUH, KALAH SAING BIKIN SAKIT HATI, JOKOWI AKAN COPOT PRABOWO??",1
100 GB Gratis Ulang Tahun ke 21 Google,1
Ahok Ciptakan Lirik Lagu Tuhan Tidak Tidur,1
Menari diatas penderitaan rakyat,1
Senjata Biologis! Video Ini Bukti Tentara AS Sebar Corona di Bus Wuhan,1
Bahaya Bertelepon di Dapur Saat Kompor Menyala,1
Betapa malang bangsa ini dikelola para bandit,1
"Kalau tidak ada Santoso, Muslim POSO Sudah Habis diBantai Kristen",1
Petugas KPPS Bandung Meninggal Diracun,1
: Anggota DPR RI Tdk Tahu PKI Itu Melanggar TAP MPRS XXV 1966,1
Video INDONESIA AKAN BUBAR,1
Pimpinan Ponpes Al Hidayah Cicalengka Dianiaya di Dalam Masjid,1
Kaesang Sindir SBY Dalam Akun Media Sosialnya,1
Kemendikbud Melarang Game Mobile Legends Karena dianggap Berbahaya,1
Surat Edaran PERMINTAAN DATA SISWA BERPRESTASI TAHUN AJARAN 2019/2020,1
TKA Harus Nyaman Tinggal di Sini Dengan Gaji Tinggi,1
Standar Ganda Kristen,1
"Foto artikel Madinah Dilanda Gempa, Apakah Tanda Dajjal Sudah Keluar Dari Persembunyiannya?",1
TV Luar Negeri Sudah Memberitakan Prabowo The Next Presiden,1
Kayu Gelondongan Impor Dari China Berisikan AMUNISI,1
MANTAN PRESIDEN RI KE 3 DINOBATKAN SEBAGAI PEMILIK IQ TERTINGGI SEPANJANG SEJARAH MANUSIA NAMUN DISIA-SIAKAN OLEH BANGSA INDONESIA,1
TIDAK ADA MASALAH DALAM PEMBENTUKAN HOLDING TAMBANG.,1
Beredar Risalah Rapat Pengangkatan Nama - nama Menteri Kabinet Kerja Jilid II dengan Lambang Garuda dan Bertuliskan Koalisi Indonesia Maju,1
Pesan Tersembunyi di Google Translate,1
Artikel Analisis Mulyo Wibisono yang Diedarkan Kembali,1
Dampak Mekanisme Pertahanan Kaki Seribu,1
STNK mati 2 tahun kendaraan jadi bodong,1
Foto Wapres Maruf dengan Narasi Lebih suka jaga kursi dari pada agamanya,1
Mayat Menangis dalam Kubur,1
Nasi Kotak Plus 2 Ayam dan Rendang,1
"Shoflens Kadang Dipasang Kiri, Kadang Dikanan",1
"Hayo Nusron Kamu Bisa, Bawa Pasukan Banser",1
MEREKA SUDAH MEMPERSIAPKAN DIRI DENGAN BAIK UNTUK MENGUASAI NEGRI INI!,1
Bukalapak dan ACT Memberikan Klarifikasi Atas Isu Menyokong Kelompok Radikal,1
Habib Ali Al Jufri Akan Hadiri Reuni 212,1
Simulasi pencoblosan pemilih Gila #pemilu2019,1
Mulai Besok dan Seterusnya Ada Peraturan Komunikasi Baru,1
Virus Covid-19 Sengaja Dimasukkan kedalam Tubuh Masyarakat Melalui Alat Rapid Test,1
"Harga Tiket Kereta JKT-SBY Dijual hingga Rp 1,5 Juta",1
SBY Sudah Telepon Moeldoko Suruh Jokowi Akui Kekalahan,1
"BIARIN SAYA GAK JADI KEPALA, TETAPI NANTI SAYA AKAN MASUK KEDALAM KEPALA DAN MENJADI ISI KEPALA NYA KEPALA.",1
"Zara Zettira : Semua Pemilik Akses Ke sistem IT KPU, Legal atau Ilegal, Akan Sangat Mempengaruhi Siapa Yang Akan Terpilih Menjadi Presiden RI 2014",1
HANYA DI TV MNC GRUP ADZAN MAGHRIB DIGANTI IKLAN,1
Menteri Energi Jepang Membungkuk Selama 20 Menit sebagai Bentuk Permintaan Maaf,1
Foto Proses Produksi Mobil Esemka,1
": Kiper Arema FC, Kurnia Meiga meninggal dunia",1
Biar melek ahk yg mau bubarin fpi...,1
Kelahiran Anak Sapi Mirip Manusia Efek Mistis,1
Orang yg mengibarkan bendera Bintang Kejora di gunung Papua akhirnya ditangkap Polisi Hongkong,1
Larangan Sholat Lima Waktu di Istana,1
Bentuk virus corona setelah diperbesar 2600x,1
Gempa akan Terjadi di Malang Selatan,1
Gerindra: Pak Prabowo Sudah Mengirim Utusan Untuk Kepulangan Habib Rizieq Shihab,1
Anies Kembali Izinkan Diskotik dan Pantai Pijat Buka di Jakarta,1
Di Austria Lahar Panas keluar dari Perut Bumi,1
Membuang Tisu Bekas di Wadah Makan atau Minum di Singapur Dikenakan Denda,1
"Sempat Diinformasikan Gudangnya Terendam Banjir, Tokopedia Nyatakan Tidak Benar",1
Pesilat Pagar Nusa Purbalingga meninggal karena atraksi pemecahan batu bata di atas kepala menggunakan palu,1
"Judul berita Tempo MUI minta agar jangan bermain terompet dan mercon saat tahun baru, cukup teriak TOOT dan DOR dengan keras...",1
Kominfo Akhirnya Akui Relawan FPI Benar Membantu Di Palu Dan Nyatakan Mendukung,1
Heboh! Pernyataan Dokter Indonesia Soal Covid,1
Hoaks Kewarganegaraan Marsma TNI Suryo Margono,1
"Tahun 2015 sebelum jadi wapres, BPJS : HARAM",1
Video Serangan ratusan roket dan rudal Iran ke Basis Militer Amerika Serikat,1
: Klaim Azzam Mujahid Izzulhaq : Masing-masing Negara Hampir Seluruhnya Memiliki Pasal Penistaan Agama/Religious Blasphemy,1
Pembajakan Akun Aplikasi Telegram Melalui Pemulihan Kata Kunci,1
Some Negative Impacts of Using a Mask,1
"Gubernur Papua, Lukas Enembe Hadir di Rapat KTT Amerika Serikat - Afrika",1
PESAN AJAKAN KONVOI RESMI AREMA,1
: Pesan Whatsapp Mohammad Guntur Romli kepada relawan BADJA,1
"Dieffebachia , Tanaman hias yang beracun",1
"Ribuan Ikan Mati Dikaitkan Dengan Akan Terjadinya Tsunami, BMKG Beri Penjelasan",1
: Bayi Nabila Meninggal Karena Kabut Asap di Jambi,1
Jokowi Meminta Masyarakat Beralih Menggunakan Mata Uang Tiongkok Ini Negara Indonesia Apa China,1
Surat Edaran Walikota Palembang Soal Virus Corona,1
KTP-el Terbitan 2012/2013 Harus Segera Diaktivasikan,1
"DIBERI DUIT, BAJU DAN MAKAN, TAPI ACARA TETAP SUNYI, RELAWAN JOKOWI HAMPIR BUNUH DIRI",1
Menag nya Saja Bilang mesti DIRANGKUL,1
Modus Pecah Ban Menggunakan Botol Plastik yang Diisi Air Keras atau Paku,1
Kapal Tenggelam di Danau Toba,1
NATA DE COCO MENGANDUNG PLASTIK,1
Himbauan Dokter Bernard Mahfoudz,1
Warga Jombang Jadi Korban Modus Penipuan Ilmu Gendam,1
Peringatan Badai Panas Equinox,1
JADWAL SELEKSI PENETAPAN SK CPNS,1
Foto para perempuan Indonesia berhijab sekitar tahun 1700,1
: Anies Baswedan Tak menghadiri Opening Ceremony Asian Games 2018,1
Video Telur Palsu Beredar di Ampenan,1
Artis Mat Solar Meninggal Dunia,1
Akhirnya Tertangkap juga 3 Pelaku Pembunuhan Modus Operandi Gantung diri terhadap BABINSA,1
Informasi 12 Tempat Rawan Begal Di Surabaya Oleh Kapolrestabes Surabaya,1
MOTOR TERBAKAR KARENA HP DIDALAM JOK,1
Pertemuan Jokowi dan Prabowo adalah Setingan,1
Seorang Anggota Banser Stress dan Meninggal Karena Tidak Tahan Sering Diejek Jaga Gereja dan Bubarkan Pengajian,1
"Pembicaraan Aa Gym dengan Panglima TNI, Jendral Gatot Nurmantyo",1
Sapi Yang Tersambar Petir Di Kupang Dagingnya Akan Dijual Ke Pasar,1
jika wanita sedang HAID maka sekali-kali jangan lakukan 4 hal,1
Berdamai dengan Corona yang Dimaksud Jokowi adalah Pemerintah Telah Kalah dan Menyerah,1
Foto Sam si Koala dan Cooper & Merlot,1
Pembunuhan Muadzin Oleh PKI di Majalengka Jawa Barat,1
Judul berita lelaki babak belur gara gara teriak Jokowi 2 periode di Detik,1
Rencana E-Voting Pada Pileg dan Pilpres 2019,1
Foto  Mahfud MD Mengaku Mirip Ashraf Ingin Nikahi BCL,1
Pinjaman Modal Usaha Dari Kementrian Koperasi dan UKM,1
Lapangan Mustika Ratu di Bekasi Dijadikan Tempat Acara Dalam Poster Undangan #2019GantiPresiden,1
Video Jokowi biarkan TKA CHINA yg datang dari PUSAT WABAH CORONA utk masuk & tinggal di Indonesia,1
"Istri Ahok: Pribumi Indonesia Jadi Rakyat Aja Ngerepotin, Apalagi Jadi Pemimpin!",1
Di Hari Raya Ini Kami Ucapkan Kepada Pemilik Wajah di Bawah Ini,1
Ada penampakan Jin mata sipit di belakang hakim MK,1
Caleg PPP Jadi Korban Kecelakaan Helikopter di Tasikmalaya dengan Membawa Uang Pecahan Rp. 100 ribu Sebanyak Satu Karung,1
Stadion Velodrome di Rawamangun Jakarta Terbakar,1
Foto Anak Perempuan yang Dikabarkan Hilang Sekarang Sudah Berada di Polsek Citeureup Bogor,1
Sabam Sirait Meninggal Dunia Pada 17 April 2020,1
"Jika anda seorang Muslim, pasti tahu kesalahan yang orang ini",1
Picture of March to End COVID-19 in Cleveland today #EndCOVID,1
Daftar Obat Terlarang BPOM,1
PARA PENGUSUNG KHILAFAH SEMAKIN KALAP KARENA BANYAK DITEMUKAN BENDERA PKI,1
PAF aircrafts create a beautiful formation of Allahs name,1
"KRITIK ANIESS, WILLIAM PSI DIPECAT DPRD JAKARTA SUKURRIN",1
Video Bukti GMBI Menganiaya Anggota FPI,1
Video Serbuan Tenaga Kerja Asal China Mendarat di Bandara Haluoleo Kendari,1
Yang ada DI Antara Ir Soekarno Dan Jendral Soedirman Adalah Abdurrahman Baswedan Kakek dari Anies Baswedan,1
Penjelasan BMKG Soal Isu Cuaca Panas Extreme yang Melanda Indonesia,1
Gadis Ular Gemparkan Thailand,1
Penyerangan Ulama di Pondok Pesantren Miftahul Jannah Karawang,1
Video Pesepeda Masuk Pantai Indah Kapuk Harus Pakai Paspor,1
Tol Soreang - Pasirkoja Gratis,1
Penyakit Makula,1
Video Narasi Disertai Potongan Foto Ahli Sosiologi Selo Soemardjan di Video Berjudul RAMALAN AKHIR KASUS AHOK....,1
Video Benarkah COVID ada??,1
Bom di Kiaracondong Bandung,1
CISUMDAWU Jalan Tol Terkeren Di Indonesia,1
BEDA KELAS. DULU KLAS VVIP. SEKARANG KELAS. EKONOMI,1
Kali Ciliwung Gubernur sebelumnya ngapain aja?!,1
Foto Penerima Hadiah Sepeda di Acara Penyerahan Sertifikat Tanah Gratis di Sukabumi,1
"Video Ruangan kantor Komisaris Utama Pertamina, Disegel Serikat Pekerja Pertamina yg menolak AHOK",1
Rumah Kosong Berhantu Beli Motor,1
Najwa Shihab: KLARIFIKASI ATAS DISINFORMASI FOTO PERTEMUAN NAJWA DAN TOMMY SOEHARTO,1
Surat Pemberitahuan Pembekalan dan Penetapan Nama ASN Yang Lulus Dari Jalur Kebijakan Kementerian,1
Vaksin pertama kali dibuat di bawah kekhalifahan Ottoman. Tahun 1717,1
"Temuan Kecurangan Penghitungan Suara di TPS 31 Menteng, Suara Anies-Sandi Melonjak 1000%",1
Babi Berbulu Domba Diciptakan Austria Untuk Mengecoh Umat Muslim,1
Foto Kondisi Tenggorokan Pasien Positif Covid-19,1
this baby ate the mothers bowel,1
Penyerangan Terhadap Muazin di Masjid Agung Pameungpeuk Garut,1
Emil Salim Meninggal,1
Video perayaan ulang tahun PKI ke 100,1
Pembangunan Bangunan Kuliah Akademi Komunitas Negeri Tidak Terkait Kepentingan Agama Tertentu,1
Ellen DeGeneres Bagi-Bagi Hadiah Valentine di Facebook,1
Seorang Pria Melempar Laptop dan Membanting Televisi Saat Menonton Wawancara Najwa dengan Presiden Jokowi,1
"Kecewa Terhadap Pemerintah, Puluhan Warga Jalan Bakri Bantaeng Tutup Jalan Raya",1
Kejadian di Hotel Gutian Street Wuhan,1
"Penyemprotan Disinfektan DKI Jakarta Dimulai 19 Maret 2020, Warga Dihimbau Tak Melintas",1
Meninggal Saat Menggunakan Handphone Sambil di Cas,1
Narasi Keliru di Foto Kawanan Serigala,1
"penculikan bayi di bangil, penculik kabur pakai mobil elf warna hitam",1
Maklumat Masyayikh Ponpes Lirboyo Dukung Prabowo - Sandi,1
Foto keadaan saat musibah banjir dan tanah longsor di Pangandaran,1
Subjudul Cover Majalah Tempo : Ahok dijadikan bos Pertamina untuk menguasai Blok Masela,1
Video Angin Puting Beliung Menerjang Sukabumi,1
GAJAH MADA BERAGAMA ISLAM,1
Selain itu juga ada kolom agama di kosongkan,1
Mereka menyebutnya disinfeksi?,1
Fatwah wapres gila Menghina Jokowi Soal Mudik dan Pulkam Neraka Jahanam Tempatnya,1
Impor 5000 Senjata Api Oleh POLRI,1
Asap Rokok Sebabkan Kematian Bayi Mendadak,1
"KALAU SAYA MENGUNDURKAN DIRI, EMANG ADA YG SANGGUP MEMBANGUN INDONESIA",1
"bentrok antar ormas Gerakan Jaga Indonesia dengan FPI, LPI dan HTI di Kota Bandung pada 27 Juli 2020",1
Campuran Garam dan Air Hangat Mampu Hilangkan Virus Corona,1
"Telah diculik Umur anak 5 bulan, Kejadian d Angkot lebak bulus parung Ibunda si bayi dihipnotis",1
"Untuk antisipasi menularnya wabah corona, Tutorial cara pemakaian masker yg benar",1
Ribuan warga Baduy sudah bergerak menuju Ibukota,1
Terakhir yang diketahui adalah terhadap Sam Lokon anggota KNPB,1
Video Doa dari anak tak berdosa Turkistan Timur .,1
Malam ini jam 24:00 BBM naik Tanggal 30 Agustus 2019,1
"Foto di Istana Bogor, Bayar Rp. 15 ribu",1
Video Gunung Sinabung Meletus,1
Mobil Mba Neno Dibakar,1
"Video FKPPI dari Bandung sudah berkumpul di Monas, siap siaga apabila RUU HIP di-syahkan oleh DPR",1
Arief Budiman Mengaku Disuap Megawati Rp. 2 Triliun,1
"Ada Dokumen C1 Asli yang Menangkan 02 Ditemukan di Tempat Sampah di GOR Raja Jafar, Sekupang, Batam",1
Cerita Inspiratif Thomas Alva Edison,1
Dasar jokodok tukang tipu... tapi goblok nya kenapa ebong tetap percaya,1
"Dubes China Buka Kartu: Tiap Tahun, 2 Juta Lebih Warga Kami Masuk Indonesia",1
Dukung UAS Jadi Ketum PBNU,1
"Pemberitahuan Pemadaman Listrik Wilayah Pamulang, Ciputat",1
Virus Corona Dapat Menular Melalui Tatapan Mata,1
REKRUTMEN PT PINDAD,1
Penyanyi Henny Purwonegoro Meninggal Dunia,1
mereka sering hadiri acara2 PKI,1
"Jin tampak terlihat di parkiran gedung DPR, hadir serta dalam agenda pelantikan Jokowi-Maruf",1
Seorang Ibu Lahirkan 18 Bayi Kembar,1
LOWONGAN KERJA MEMANDIKAN JENAZAH DI RSUD GAMBIRAN DAN PASAR REBO,1
Seorang mahasiswa dari Zambia dipukuli sampai meninggal,1
SBY suruh coblos nomor 01 @Jokowi Amin,1
Ustaz Abdul Somad Menjadi Juru Kampanye Prabowo-Sandi,1
Rekrutmen Pegawai di Puskesmas Wates,1
Video Dokter Bule,1
minyak goreng ASRI produksi LEONG HUP terbuat dari minyak babi,1
Pembegal dan Penjambret Akan Balas Dendam,1
Polisi Pastikan Tak Ada Korban Meninggal dalam Aksi Mahasiswa di Solo,1
Video penampakan ribuan burung gagak di kota wuhan china!,1
Santriwati ponpes Al-Fattah Temboro dukung Prabowo - Sandi,1
"Warga Dibolehkan Mudik Oleh Kemenhub, Aturannya Keluar Kemarin Sore",1
Foto Chaiyut Kaewplang,1
Narkoba Dikirim dari China Melalui Tiang Pancang Proyek Infrastruktur,1
KAKI TANGAN REZIM ZALIM SUDAH MULAI MENGHALANGI AGAR BW TIDAK BISA MASUK KE GEDUNG MK UNTUK IKUT SIDANG,1
Foto Penemuan kotak-kotak kontainer biohazard di Konsulat Jenderal Amerika di Wuhan,1
Maimon Herawati : TOLAK RUU Pro Zina,1
: Viral Foto Bomber Gereja di Surabaya Masih Hidup,1
Lucky Florist Rugi Karena Pesanan Bunga Untuk Ahok-Djarot,1
Video Detik-Detik Pesawat Komersial Jatuh di Pemukiman Dekat Bandara Internasional Jinnah Karachi Pakistan,1
"Disebut Akan Dituntut Nasabah Atas Kehilangan Dana Rp 800 Triliun, Bank Mandiri Beri Bantahan",1
Pabrik Narkoba Yang Digrebek Di Tasikmalaya Semua Pelakunya Cina,1
Ahok izinkan Natalan di Monas - tapi larang pengajian di Monas,1
"Kertas suara Pemilu dibakar seperti sampah, kecurangan ini mau didiamkan karena dilindungi oleh aparat dan pejabat?",1
Semua Pasien Positif Covid-19 di Padang Dinyatakan Sembuh,1
Daftar Nama Tes Seleksi PT. PLN 2017,1
Akun Palsu Bupati Pasuruan Minta Penggalangan Dana Covid-19,1
Foto Muslim Palestina di penjara di ruang bawah tanah Israel,1
Foto Presiden Joko Widodo WFH,1
Ada yang tau kenapa di lengan kanan bagian atas seragam tentara Turki bernomer 571?,1
"Kartu SIM XL, Indosat, Smarfren, dan Telkomsel Disadap Badan Intelijen AS",1
Pesan Berantai WhatsApp Tiga Warga Yogyakarta Terjangkit Virus Corona,1
Penangkapan Tuyul di Desa Karangejo Blitar,1
Henry Cavill Meninggal,1
Foto sekarang Papua mempunyai jalan Trans Papua yg kinclong dan mulus,1
Orang-orang China di Terminal 1C Cengkareng Malam Ini,1
Bayi kembar tiga turis Jerman hasil hubungannya dengan anjing,1
"Beredar Informasi Kenaikan Harga BBM Nonsubsidi, Pertamina Angkat Bicara",1
"TIANG GIRDER PROYEK BECAKAYU AMBRUK, WASKITA KARYA BERI PENJELASAN",1
Foto Ahok Berseragam Pertamina,1
Foto Presiden Jokowi dengan Narasi Mengakui Bahwa Marahnya Menggunakan Teks,1
Video Kecelakaan Maut Di Air Terjun Uluk Til Belu NTT,1
Video Donald Trump di ruqyah sebab sudah stress menghadapi Covid 19,1
Keluarga Gusdur mendukung penuh calon President 01,1
LOWONGAN KERJA KREW PEMANDU WAHANA SNOWBAY TMII,1
Dirut RSUI bersama 2 Direktur RSUI lainnya dan 10 staff RSUI saat ini dirawat di RSUI terkena Covid,1
PAK JOKOWI JANGAN PANIK YA MENGHADAPI MAHASISWA,1
"jelaslah, siapa mereka",1
: Polisi Merazia Spanduk Bertuliskan #2019 Ganti Presiden di Sumatera Utara,1
Kena Gangguan Jiwa Karena Terlalu Banyak Ikut Les,1
Universitas Indonesia tidak terkait dengan kelompok Ikatan Keluarga Besar Universitas Indonesia,1
Video Apa salah muslimah Apakah kerana mereka Islam!,1
Polisi mulai intimidasi warga *InfoAkurat,1
Kepala BPKH Sebut Uang BPKH Menipis,1
Tulisan Renungan Pagi Ahok,1
Foto di cuitan Saudari kita ini... oleh @pedjoeang_islam,1
Sebab Mereka Muslim Ughur adalah Islam,1
Keren yah.Mobil SITAAN.Masih bisa keluar.Maha Benar Lembaga Tersuci,1
"600 Orang Terjangkit Difteri, Dinkes Imunisasi Masal Desember Mendatang",1
Informasi Lowongan Kerja di Rumah Sakit Islam Jombang,1
"Video Kapal Tenggelam di Perairan Kangean, Jawa Timur",1
"PARTIKEL PANCI ALUMUNIUM, BISA TERSERAP PADA MAKANAN",1
DOKUMEN NEGARA DIANGKUT KONTAINER BERTULISKAN HURUF CINA,1
Anak2 di China diculik dibekukan organ tubuhnya dijual belikan,1
Foto Polisi Masjid,1
Detik2 Bapak Mistadi diterkam Harimau Sumatera,1
"Video yang harus ditonton, situasi sebenarnya terkait cedera Andre Gomes",1
Foto Panwaslu Malaysia Yaza Azzahra Berpose Dua Jari Bersama Relawan 02,1
Video PENJELASAN AHLI VIRUS BAHWA CORONA TIDAK MEMBUNUH,1
Surat Seruan Siaga 1 Majelis Ulama Indonesia,1
: Hati -hati Panggilan Telpon Nomor Tidak Dikenal !!,1
Metallica Indonesia Raya,1
"Air Kelapa Muda, Jeruk Nipis, dan Garam Obat Covid-19",1
Indonesian Foreign Minister #RetnoMarsudi says her government is overwhelmed by the #ULMWP leadership,1
Deklarasi Nasional Gerakan Ihwanul Muballighin Menangkan Jokowi-Maruf Amin di Ponpes An-Nadwah Tambun Bekasi,1
Gubernur Jakarta Anies Baswedan mendapat penghargaan terbaik di seluruh dunia dalam penanganan COVID-19,1
Dua Alquran Yang diklaim Sebagai Al-Quran Palsu Kembali Beredar,1
dampak virus COVID-19 hubungan suami istri jadi terancam,1
"Missed Call Dari Nomor Luar Negeri yang Dapat Menyalin Daftar Kontak, Mengakses SIM Card, dan Menjebol Data Bank",1
Pesan Berantai Catut Kepolisian Soal Nama-nama Kiai yang Menjadi Sasaran PKI,1
"Sempat Heboh Dugaan Penculikan, Siswa Gorontalo Ternyata Dijemput Ibu Kandung",1
"Jokowi Nyatakan JANGAN KELUAR RUMAH, KALO BOSAN NONTON DRAKOR SAJA",1
Hati-hati Dengan Grab Avanza B 6217 UWH,1
TERB0NGKAR KENAPA C1.N@ P.K! INGIN BELI SEMUA TANAH STRATEGI DIINDONESIA,1
Video Grace Natalie Ajak Warga Makan Babi Sama-sama,1
: Wakil Bupati Ciamis Dukung Ahok ke Jakarta dan Gunakan Kaos Berlogo Palu Arit,1
KTP Bernama Selamat Idul Adha,1
Perangkat anti pengenalan wajah demonstran Hong Kong,1
BROADCAST WHATSAPP INFO TEST SELEKSI GTT/PTT,1
"Di Kazan, Rusia, pemain Sepak Bola dan supporternya Sholat Isya secara berjamaah",1
PKS Ajak Dukung Poligami Melalui Website dukungpoligami.com,1
5G Hanya Chipnya Diganti,1
Menhan Prabowo Ditekan Untuk Beli Pesawat Tempur Dari China,1
Foto Harun Masiku Tanpa Alis,1
"Bikin laboratorium apa mau jualan ubin, sih?",1
Siswa-Siswi SMP N 12 Berau Kalimantan Timur Belajar Sambil Lesehan di Lantai,1
ROMO Thomas Uzhunnalil SDB disalibkan ISIS pada hari jumat agung,1
Seorang Pasien Dalam Pengawasan Covid-19  Mengamuk di Pintu Rumah sakit Pamekasan Madura,1
Video Jokowi Bagi-Bagi Uang Yang Dipelintir Informasinya,1
"Running text di Manggarai gunakan aksara China, bukti Indonesia dikuasai mereka",1
Wearing a mask can cause pleurisy,1
Omongan Bin Masak Ngak DIperhatikan,1
"Kompas Bikin Hoax, Turn Back Hoax Tutup Mata",1
Pemuda/Pemudi Mengatasnamakan Universitas/Perguruan Tinggi Meminta Foto KTP,1
Surat Pengumuman Lelang Jabatan di Kementerian Agama,1
Pemkot Jambi Bantah Liburkan Siswa dari Kegiatan Belajar di Sekolah pada 17 September 2019,1
Minum Air Es Sebabkan Sakit Jantung,1
WHO Mention Vegetarianism Not Affected Covid-19,1
Didit Prabowo akan menikahkan para gay,1
"Foto Penipuan para medis, termasuk alat tes suhu di kening, itu alat sinar leser tes suhu kabel demi proyek covit",1
Rakyat Vietnam Usir Ribuan Warga Cina,1
Istri Sah Labrak Wanita Simpanan Dirut Garuda,1
Satu pasien virus corona dr Badau otw dirujuk ke rumah sakit rujukan Sintang,1
Almarhum Habibie di Formasi Jas Merah Mob UMM,1
Bansos PSBB Covid-19 dari Pemda DKI Jakarta Paket sembako senilai 350rb + uang tunai 150rb = 500rb rupiah,1
Sidoarjo Ditutup Karena Tanggul Lumpur Lapindo Jebol,1
Foto Wiwik Sri Rahayu asal Surabaya yang Divonis Hukuman Pancung di Arab Saudi,1
Prediksi Simpson lain yang menjadi kenyataan!! #MerekaTahu,1
Warna Liturgi Khusus Pekan Suci Pada Tri Hari Suci,1
9 Merek Pembalut di Indonesia Penyebab Kanker,1
Pernyataan Maruarar Sebut Orang yang Tak Pilih Jokowi Bodoh dan Gila,1
Video Cari sensasi biar makin terkenal oleh @Opposite6890,1
Perbedaan Es Batu dari Air Matang atau Mentah,1
Pejabat Pemkot Parepare Injak Sajadah Pakai Sepatu,1
Pelintiran Konteks Tulisan Orang Ketiga Itu Bernama Aidit!,1
Hari ini Goobernur Anis menunjukkan bukti otentik ke panitera Mahkamah Internasional,1
Scenario Busuk Di Tengah Jalan,1
"Kemenag: Korupsi Itu Perbedaan Dalam Mencari Rezeki, Tidak Bertentangan Dengan Syariat",1
Lab RS Angkatan Laut membuat Daftar Minuman Berbahaya,1
Suasana sholat jenazah para korban teroris di new zealand,1
"Baru Tiga Bulan Menikah, Istri Ceraikan Suami Gara-gara dukung Jokowi",1
Ikan Plastik dari Afrika Shop,1
